Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_CCEHC2akms,algo_ahms-1.70,algo_LMHS-2016,algo_Optiriss6,algo_WPM3-2015-co,algo_WMaxSatz09,algo_maxino16-dis,algo_Naps-1.02-ms,algo_mscg2015b,algo_mscg2015a,algo_maxhs-b,algo_Open-WBO16,algo_QMaxSAT16UC,algo_maxino16-c10,algo_WMaxSatz+,algo_CCLS2akms,algo_QMaxSAT14,algo_ahms-ls-1.70,algo_Open-WBO15
normalized-prom2.r.wcnf,1956.0,3566.0,0.54851,1.0,0.0,1.0,1.0,0.54851,0.00184,0.38513,0.00028,0.00477,0.00449,0.00184,1.04302,0.00051,0.01329,0.01278,0.8227,0.09038,0.0,0.94118,0.94118,0.45149,1.10221,0.0,1.0,1.0,0.55104,0.57431,0.62591,0.00028,0.0,0.00028,0.00056,0.00028,0.55104,NaN,NaN,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17,NaN,NaN,4.43,NaN,NaN,NaN,NaN,NaN
normalized-rd84.b.wcnf,970.0,4307.0,0.22521,1.0,0.0,1.0,1.0,0.22521,0.04591,1.0366,0.0007,0.17808,0.17739,0.04591,1.18801,0.00103,0.45979,0.45876,0.81011,0.29999,0.16667,0.99824,0.83158,0.74135,0.54152,0.0,1.0,1.0,0.22521,0.22521,0.22521,0.00023,0.0,0.00023,0.00023,0.0,0.22521,550.01,104.51,3.18,0.18,0.41,NaN,0.62,3.13,0.31,0.41,21.47,1.04,1.67,0.85,NaN,547.73,0.77,101.13,1.12
normalized-rot.b.wcnf,932.0,2199.0,0.42383,1.0,0.0,1.0,1.0,0.42383,0.00714,1.42197,0.0,0.07231,0.07231,0.00714,1.24286,0.00107,0.08476,0.08369,0.67924,0.3147,0.0,0.99351,0.99351,0.50263,0.87726,0.0,1.0,1.0,0.43702,0.47067,0.52615,0.00053,0.0,0.0,0.01864,0.01864,0.46385,NaN,NaN,0.33,NaN,64.09,NaN,NaN,NaN,224.77,437.11,1.47,106.55,NaN,215.22,NaN,NaN,NaN,NaN,1045.61
normalized-s3-3-3-1pb.wcnf,996.0,2755.0,0.0784,1.0,0.0,1.0,1.0,0.36152,0.00267,0.53261,0.00073,0.0069,0.00617,0.00267,0.26204,0.001,0.00402,0.00301,0.48128,0.22683,0.0,0.66667,0.66667,0.43811,0.64211,0.0,1.0,1.0,0.10853,0.25445,0.97822,0.00133,0.0,0.00036,0.00399,0.00363,0.5637,4.71,7.14,0.09,0.01,0.01,1.57,0.02,0.39,0.03,0.01,0.04,0.04,0.02,0.01,1.59,NaN,0.02,6.04,0.05
normalized-s3-3-3-2pb.wcnf,1252.0,3475.0,0.07597,1.0,0.0,1.0,1.0,0.36029,0.00213,0.53295,0.00058,0.00547,0.00489,0.00213,0.25852,0.0008,0.00319,0.0024,0.48689,0.2187,0.25,1.0,0.75,0.4424,0.63221,0.0,1.0,1.0,0.10446,0.25122,0.97813,0.00104,0.0,0.00029,0.00317,0.00288,0.55396,3.94,7.28,0.1,0.03,0.02,1.06,0.03,0.74,0.05,0.03,0.04,0.07,0.03,0.05,1.05,NaN,0.02,7.87,0.05
normalized-s3-3-3-3pb.wcnf,1124.0,3115.0,0.07705,1.0,0.0,1.0,1.0,0.36083,0.00237,0.53269,0.00064,0.0061,0.00546,0.00237,0.26044,0.00089,0.00356,0.00267,0.48314,0.22399,0.0,0.66667,0.66667,0.43991,0.63831,0.0,1.0,1.0,0.10626,0.25457,0.97817,0.00117,0.0,0.00032,0.00353,0.00321,0.56019,3.85,6.49,0.11,0.02,0.03,7.63,0.01,0.73,0.05,0.02,0.07,0.07,0.04,0.01,7.59,NaN,0.05,6.79,0.05
normalized-s3-3-3-4pb.wcnf,1060.0,2935.0,0.07768,1.0,0.0,1.0,1.0,0.36116,0.00251,0.53178,0.00068,0.00647,0.00579,0.00251,0.26118,0.00094,0.00377,0.00283,0.48314,0.22347,0.25,1.0,0.75,0.43941,0.63977,0.0,1.0,1.0,0.10733,0.25451,0.97819,0.00125,0.0,0.00034,0.00375,0.00341,0.56184,3.75,15.08,0.12,0.01,0.01,0.2,0.05,0.6,0.05,0.01,0.07,0.1,0.06,0.03,0.2,NaN,0.06,13.71,0.08
normalized-s3-3-3-5pb.wcnf,1124.0,3113.0,0.0771,1.0,0.0,1.0,1.0,0.36107,0.00236,0.52833,0.00064,0.0061,0.00546,0.00236,0.26018,0.00089,0.00356,0.00267,0.48372,0.22334,0.25,1.0,0.75,0.43988,0.63813,0.0,1.0,1.0,0.10633,0.25667,0.98008,0.00117,0.0,0.00032,0.00353,0.00321,0.56055,3.64,17.4,0.24,0.01,0.01,2.92,0.0,0.4,0.05,0.01,0.05,0.07,0.07,0.0,2.93,NaN,0.03,14.43,0.1
normalized-s4-4-3-10pb.wcnf,4028.0,11763.0,0.07141,1.0,0.0,1.0,1.0,0.34243,0.00068,0.58475,0.00017,0.00187,0.0017,0.00068,0.24716,0.00025,0.00099,0.00074,0.49574,0.19872,0.0,0.66667,0.66667,0.44362,0.62539,0.0,1.0,1.0,0.08527,0.22911,0.95647,0.00031,0.0,9e-05,0.00102,0.00094,0.5224,NaN,NaN,4.1,1.27,0.72,NaN,0.43,2.51,0.67,1.05,1.09,1.1,0.41,0.73,NaN,NaN,0.39,NaN,1.1
normalized-s4-4-3-1pb.wcnf,3160.0,9219.0,0.07289,1.0,0.0,1.0,1.0,0.34277,0.00086,0.58502,0.00022,0.00239,0.00217,0.00086,0.24946,0.00032,0.00127,0.00095,0.49255,0.20368,0.0,0.66667,0.66667,0.44116,0.6316,0.0,1.0,1.0,0.08754,0.23007,0.95531,0.0004,0.0,0.00011,0.0013,0.00119,0.52815,NaN,NaN,451.38,0.65,0.37,NaN,6.54,4.55,1.18,1.14,10.65,0.74,0.94,1.92,NaN,NaN,1.42,NaN,1.39
normalized-s4-4-3-2pb.wcnf,3036.0,8851.0,0.07321,1.0,0.0,1.0,1.0,0.34301,0.0009,0.58206,0.00023,0.00249,0.00226,0.0009,0.2496,0.00033,0.00132,0.00099,0.49249,0.20425,0.25,1.0,0.75,0.44071,0.63213,0.0,1.0,1.0,0.08801,0.23105,0.95662,0.00042,0.0,0.00011,0.00136,0.00124,0.52864,NaN,NaN,899.61,2.78,0.52,NaN,12.51,7.81,4.72,4.76,105.97,4.38,4.62,5.76,NaN,NaN,5.25,NaN,6.77
normalized-s4-4-3-3pb.wcnf,3036.0,8853.0,0.0732,1.0,0.0,1.0,1.0,0.34293,0.0009,0.58396,0.00023,0.00249,0.00226,0.0009,0.24995,0.00033,0.00132,0.00099,0.49164,0.20503,0.0,0.66667,0.66667,0.44042,0.63328,0.0,1.0,1.0,0.08799,0.23167,0.95595,0.00042,0.0,0.00011,0.00136,0.00124,0.52988,NaN,NaN,786.91,1.92,1.87,NaN,13.04,2.93,8.07,2.68,48.53,8.62,2.74,4.33,NaN,NaN,1.84,NaN,6.43
normalized-s4-4-3-4pb.wcnf,3284.0,9579.0,0.07266,1.0,0.0,1.0,1.0,0.34283,0.00083,0.58291,0.00021,0.0023,0.00209,0.00083,0.24892,0.0003,0.00122,0.00091,0.49347,0.20255,0.25,1.0,0.75,0.4416,0.63015,0.0,1.0,1.0,0.08717,0.23061,0.95657,0.00038,0.0,0.0001,0.00125,0.00115,0.52688,NaN,NaN,1363.52,0.38,0.41,NaN,0.78,3.02,0.76,0.86,9.8,3.28,1.25,0.61,NaN,NaN,0.87,NaN,2.04
normalized-s4-4-3-5pb.wcnf,3408.0,9943.0,0.07241,1.0,0.0,1.0,1.0,0.34275,0.0008,0.58242,0.0002,0.00221,0.00201,0.0008,0.24887,0.00029,0.00117,0.00088,0.49319,0.20232,0.0,0.66667,0.66667,0.44162,0.63037,0.0,1.0,1.0,0.08679,0.23162,0.95655,0.00037,0.0,0.0001,0.00121,0.00111,0.52731,NaN,NaN,NaN,0.83,0.46,NaN,0.48,4.67,1.27,1.49,24.64,4.2,1.56,0.74,NaN,NaN,1.45,NaN,2.83
normalized-s4-4-3-6pb.wcnf,2912.0,8491.0,0.07349,1.0,0.0,1.0,1.0,0.34295,0.00094,0.58524,0.00024,0.00259,0.00236,0.00094,0.25012,0.00034,0.00137,0.00103,0.49199,0.20501,0.25,1.0,0.75,0.44047,0.6331,0.0,1.0,1.0,0.08845,0.22977,0.95525,0.00044,0.0,0.00012,0.00141,0.0013,0.52938,NaN,NaN,24.21,1.51,0.41,NaN,4.33,4.38,2.13,8.46,4.53,1.43,2.03,2.03,NaN,NaN,1.52,NaN,2.42
normalized-s4-4-3-7pb.wcnf,3160.0,9221.0,0.07288,1.0,0.0,1.0,1.0,0.3427,0.00086,0.58686,0.00022,0.00239,0.00217,0.00086,0.24954,0.00032,0.00127,0.00095,0.49258,0.20361,0.0,0.66667,0.66667,0.44128,0.63158,0.0,1.0,1.0,0.08752,0.22937,0.95467,0.0004,0.0,0.00011,0.0013,0.00119,0.52803,NaN,NaN,17.88,0.89,1.27,NaN,2.16,3.84,0.79,1.43,6.88,3.21,1.27,1.83,NaN,NaN,0.95,NaN,2.73
normalized-s4-4-3-8pb.wcnf,1920.0,5575.0,0.07749,1.0,0.0,1.0,1.0,0.34439,0.00141,0.57808,0.00036,0.00395,0.00359,0.00141,0.25641,0.00052,0.00208,0.00156,0.48148,0.21969,0.0,0.66667,0.66667,0.43223,0.65269,0.0,1.0,1.0,0.09453,0.2409,0.95695,0.00068,0.0,0.00018,0.00215,0.00197,0.5487,221.93,NaN,35.98,0.21,0.08,NaN,0.04,1.68,0.19,0.14,1.13,1.08,0.43,0.05,NaN,NaN,0.32,NaN,1.34
normalized-s4-4-3-9pb.wcnf,4028.0,11761.0,0.07142,1.0,0.0,1.0,1.0,0.34249,0.00068,0.58334,0.00017,0.00187,0.0017,0.00068,0.24738,0.00025,0.00099,0.00074,0.49529,0.19903,0.0,0.66667,0.66667,0.4433,0.62623,0.0,1.0,1.0,0.08528,0.23068,0.95698,0.00031,0.0,9e-05,0.00102,0.00094,0.52351,NaN,NaN,48.17,1.98,0.94,NaN,2.5,3.87,9.54,2.29,8.77,3.59,2.58,3.28,NaN,NaN,1.96,NaN,3.1
normalized-sao2.b.wcnf,282.0,704.0,0.40057,1.0,0.0,1.0,1.0,0.40057,0.03956,0.71496,0.0,0.13352,0.13352,0.03956,0.99319,0.00355,0.21631,0.21277,0.81406,0.24125,0.0,0.98936,0.98936,0.56194,0.81941,0.0,1.0,1.0,0.40909,0.41477,0.41477,0.00145,0.0,0.0,0.00284,0.00284,0.40909,NaN,1.82,0.1,0.03,0.02,NaN,0.0,186.39,0.03,0.02,0.18,167.4,378.34,0.01,NaN,NaN,211.88,0.53,52.98
normalized-saucier.r.wcnf,6206.0,6322.0,0.98165,1.0,0.0,1.0,1.0,0.98165,0.00883,0.12076,0.00016,0.01028,0.01012,0.00883,7.33775,0.00016,0.66774,0.66758,0.98144,0.0142,0.0,0.98462,0.98462,0.01835,7.31436,0.0,1.0,1.0,0.98165,0.98181,0.98181,0.00016,0.0,0.00016,0.00016,0.0,0.98165,NaN,NaN,NaN,1149.64,1795.92,NaN,NaN,NaN,NaN,1249.35,90.15,921.95,NaN,NaN,NaN,NaN,NaN,NaN,500.51
normalized-test1.r.wcnf,593.0,898.0,0.66036,1.0,0.0,1.0,1.0,0.66036,0.00437,0.28594,0.0,0.00891,0.00891,0.00437,1.09803,0.00169,0.03035,0.02867,0.72428,0.10983,0.0,0.875,0.875,0.33964,1.39437,0.0,1.0,1.0,0.67372,0.70267,0.7461,0.00114,0.0,0.0,0.00223,0.00223,0.67372,NaN,NaN,0.07,NaN,NaN,NaN,17.98,NaN,NaN,NaN,0.07,1.78,NaN,0.46,NaN,NaN,NaN,NaN,286.11
normalized-test4.pi.wcnf,5117.0,6552.0,0.78098,1.0,0.0,1.0,1.0,0.78098,0.00312,0.35559,0.00046,0.00839,0.00794,0.00312,1.95533,0.0002,0.03107,0.03088,0.94355,0.02645,0.66667,0.98182,0.31515,0.21902,1.88835,0.0,1.0,1.0,0.78098,0.78098,0.78114,0.00015,0.0,0.00015,0.00015,0.0,0.78098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
p1.wcnf.t.wcnf,2436.0,2519247.0,3e-05,1.0,0.0,1.0,1.0,0.00097,0.00082,0.13007,0.00015,0.00097,0.00082,0.00083,0.09058,0.00082,0.01724,0.01642,0.0005,0.25544,0.00041,0.00262,0.00221,3e-05,198.39929,0.0,1.0,1.0,0.0,0.99997,0.99997,0.00082,0.0,0.00015,0.00097,0.00082,0.99997,NaN,NaN,NaN,244.85,142.46,NaN,350.77,530.69,110.69,92.91,NaN,170.04,120.46,354.2,NaN,NaN,122.49,NaN,221.02
rand118_l2.wcnf,11162.0,86844.0,0.09658,1.0,0.0,1.0,1.0,0.12853,0.00021,3.43783,1e-05,0.02372,0.02371,0.00021,0.57919,9e-05,0.01586,0.01577,0.35614,0.73523,0.0,1.0,1.0,0.44286,0.64046,0.0,1.0,1.0,0.10931,0.72464,0.84025,0.00012,0.0,0.0,0.02257,0.02257,0.72453,NaN,1254.89,1.42,4.73,1.05,NaN,0.46,64.72,3.22,1.24,0.98,5.73,3.88,0.42,NaN,NaN,3.78,1070.34,5.17
rand172_l2.wcnf,11120.0,84972.0,0.09735,1.0,0.0,1.0,1.0,0.13087,0.00021,3.42944,1e-05,0.02348,0.02347,0.00021,0.57672,9e-05,0.01592,0.01583,0.35892,0.73046,0.0,1.0,1.0,0.4424,0.64279,0.0,1.0,1.0,0.10988,0.72559,0.84148,0.00012,0.0,0.0,0.02261,0.02261,0.72592,NaN,NaN,3.35,12.87,2.1,NaN,0.57,115.82,4.54,1.77,1.84,19.98,6.02,0.65,NaN,NaN,5.5,NaN,16.18
rand179_l2.wcnf,11114.0,85779.0,0.09636,1.0,0.0,1.0,1.0,0.12957,0.00021,3.44097,1e-05,0.02343,0.02342,0.00021,0.56498,9e-05,0.01593,0.01584,0.35953,0.72858,0.0,1.0,1.0,0.44425,0.63835,0.0,1.0,1.0,0.10937,0.72539,0.84087,0.00012,0.0,0.0,0.02283,0.02283,0.72541,NaN,NaN,4.78,42.81,3.67,NaN,0.64,97.55,8.15,3.08,1.92,33.8,8.63,0.64,NaN,NaN,8.51,NaN,52.65
rand196_l2.wcnf,10848.0,83375.0,0.09668,1.0,0.0,1.0,1.0,0.13011,0.00022,3.41731,1e-05,0.02366,0.02365,0.00022,0.54983,9e-05,0.01632,0.01622,0.36181,0.72552,0.0,1.0,1.0,0.4443,0.63972,0.0,1.0,1.0,0.1097,0.72396,0.8399,0.00012,0.0,0.0,0.02272,0.02272,0.72452,NaN,NaN,5.69,90.8,4.55,NaN,1.27,319.18,9.29,3.64,2.29,125.15,16.5,1.3,NaN,NaN,17.8,NaN,118.51
rand208_l2.wcnf,10864.0,83730.0,0.09663,1.0,0.0,1.0,1.0,0.12975,0.00022,3.41028,1e-05,0.02356,0.02355,0.00022,0.5492,9e-05,0.01629,0.0162,0.3648,0.71706,0.0,1.0,1.0,0.44532,0.63796,0.0,1.0,1.0,0.10982,0.72467,0.84008,0.00012,0.0,0.0,0.02281,0.02281,0.72506,NaN,1373.14,4.36,3.62,0.91,NaN,0.49,48.25,2.94,1.17,3.2,6.39,1.4,0.48,NaN,NaN,1.62,1016.73,4.07
rand209_l2.wcnf,11073.0,84271.0,0.09646,1.0,0.0,1.0,1.0,0.1314,0.00021,3.44464,1e-05,0.02364,0.02363,0.00021,0.54993,9e-05,0.01598,0.01589,0.35348,0.75144,0.0,1.0,1.0,0.44276,0.64198,0.0,1.0,1.0,0.11082,0.72358,0.83966,0.00012,0.0,0.0,0.02275,0.02275,0.72408,NaN,1206.46,3.88,32.44,3.86,NaN,0.55,175.84,5.33,2.29,1.58,19.52,11.15,0.61,NaN,NaN,11.86,1379.32,39.59
rand21_l2.wcnf,10948.0,83727.0,0.09686,1.0,0.0,1.0,1.0,0.13076,0.00022,3.42001,1e-05,0.02353,0.02352,0.00022,0.54922,9e-05,0.01617,0.01608,0.36258,0.72427,0.0,1.0,1.0,0.44422,0.63934,0.0,1.0,1.0,0.11022,0.72501,0.84055,0.00012,0.0,0.0,0.0228,0.0228,0.72558,NaN,1467.87,10.5,109.65,5.83,NaN,1.09,288.24,9.84,3.85,2.34,112.61,23.81,1.25,NaN,NaN,20.7,1463.0,138.93
rand242_l2.wcnf,11001.0,85359.0,0.09677,1.0,0.0,1.0,1.0,0.12888,0.00022,3.42423,1e-05,0.02356,0.02355,0.00022,0.56522,9e-05,0.01609,0.016,0.36048,0.72327,0.0,1.0,1.0,0.44361,0.6401,0.0,1.0,1.0,0.10883,0.72504,0.84017,0.00012,0.0,0.0,0.02268,0.02268,0.72486,NaN,1169.58,6.37,5.25,1.33,NaN,0.6,57.75,3.78,1.37,2.22,9.01,2.7,0.7,NaN,NaN,2.8,1327.98,6.32
rand289_l2.wcnf,11030.0,86317.0,0.09648,1.0,0.0,1.0,1.0,0.12778,0.00021,3.41108,1e-05,0.02354,0.02353,0.00021,0.58021,9e-05,0.01605,0.01596,0.36048,0.7266,0.0,1.0,1.0,0.44448,0.63888,0.0,1.0,1.0,0.10941,0.72481,0.84027,0.00012,0.0,0.0,0.02258,0.02258,0.72474,NaN,998.63,3.27,3.15,0.9,NaN,0.5,47.38,2.58,1.06,0.87,5.09,1.63,0.5,NaN,NaN,1.89,1041.57,3.12
rand290_l2.wcnf,11530.0,88441.0,0.09726,1.0,0.0,1.0,1.0,0.13037,0.00021,3.47219,1e-05,0.02369,0.02368,0.00021,0.58839,9e-05,0.01535,0.01526,0.36021,0.72935,0.0,1.0,1.0,0.44255,0.64205,0.0,1.0,1.0,0.10956,0.72634,0.84163,0.00012,0.0,0.0,0.02299,0.02299,0.72663,NaN,NaN,8.87,45.5,3.78,NaN,0.57,59.51,7.4,2.86,2.1,70.8,4.93,0.63,NaN,NaN,4.84,NaN,61.97
rand308_l2.wcnf,7162.0,51772.0,0.09975,1.0,0.0,1.0,1.0,0.13834,0.00039,3.90167,2e-05,0.07066,0.07064,0.00039,0.4926,0.00014,0.01759,0.01745,0.4108,0.60238,0.0,1.0,1.0,0.53615,0.55077,0.0,1.0,1.0,0.1196,0.45237,0.67621,0.00011,0.0,0.0,0.02617,0.02617,0.4532,NaN,552.25,1.74,41.22,3.03,NaN,0.28,105.12,3.21,1.39,0.51,25.73,13.91,0.28,NaN,NaN,12.35,555.69,48.27
rand30_l2.wcnf,10991.0,84698.0,0.0977,1.0,0.0,1.0,1.0,0.12977,0.00021,3.42112,1e-05,0.02364,0.02363,0.00022,0.54908,9e-05,0.0161,0.01601,0.35372,0.7378,0.0,1.0,1.0,0.44259,0.64387,0.0,1.0,1.0,0.11208,0.7249,0.83952,0.00012,0.0,0.0,0.02268,0.02268,0.72473,NaN,1300.33,1.51,5.98,1.24,NaN,0.34,57.0,3.51,1.37,1.41,7.3,2.23,0.4,NaN,NaN,2.14,1194.44,7.29
rand313_l2.wcnf,11156.0,85873.0,0.09622,1.0,0.0,1.0,1.0,0.12991,0.00021,3.43813,1e-05,0.02356,0.02355,0.00021,0.57943,9e-05,0.01587,0.01578,0.3606,0.73073,0.0,1.0,1.0,0.4439,0.639,0.0,1.0,1.0,0.10913,0.72435,0.84053,0.00012,0.0,0.0,0.02263,0.02263,0.72483,NaN,NaN,4.36,77.59,5.42,NaN,1.14,71.94,7.04,2.94,1.59,79.07,11.47,1.16,NaN,NaN,14.35,NaN,82.94
rand377_l2.wcnf,7392.0,53237.0,0.09899,1.0,0.0,1.0,1.0,0.13885,0.00038,3.94563,2e-05,0.07053,0.07051,0.00038,0.51048,0.00014,0.01705,0.01691,0.42269,0.57627,0.0,1.0,1.0,0.53881,0.54402,0.0,1.0,1.0,0.11603,0.45194,0.67545,0.00011,0.0,0.0,0.02607,0.02607,0.45309,NaN,385.74,1.4,4.16,0.99,NaN,0.19,26.79,1.54,0.72,0.42,5.46,1.55,0.19,NaN,NaN,1.54,408.91,4.94
rand411_l2.wcnf,11001.0,83886.0,0.09651,1.0,0.0,1.0,1.0,0.13114,0.00021,3.42301,1e-05,0.02353,0.02352,0.00022,0.54838,9e-05,0.01609,0.016,0.36668,0.71178,0.0,1.0,1.0,0.44474,0.63821,0.0,1.0,1.0,0.10905,0.72475,0.84035,0.00012,0.0,0.0,0.02264,0.02264,0.72519,NaN,1316.97,5.38,5.83,1.46,NaN,0.57,69.36,3.37,1.35,1.39,14.78,2.84,0.56,NaN,NaN,3.07,1263.57,8.67
rand414_l2.wcnf,6988.0,51384.0,0.09964,1.0,0.0,1.0,1.0,0.136,0.0004,3.86515,2e-05,0.07088,0.07086,0.0004,0.49244,0.00014,0.01803,0.01789,0.41463,0.58961,0.0,1.0,1.0,0.53943,0.54669,0.0,1.0,1.0,0.1193,0.45028,0.67505,0.00011,0.0,0.0,0.02629,0.02629,0.44973,NaN,614.38,1.75,56.24,3.2,NaN,0.47,41.12,3.36,1.67,0.9,3.44,4.21,0.47,NaN,NaN,4.62,664.21,54.17
rand425_l2.wcnf,10793.0,83543.0,0.09696,1.0,0.0,1.0,1.0,0.12919,0.00022,3.40289,1e-05,0.02366,0.02365,0.00022,0.55,9e-05,0.0164,0.01631,0.35933,0.72866,0.0,1.0,1.0,0.44399,0.6414,0.0,1.0,1.0,0.11018,0.72417,0.83972,0.00012,0.0,0.0,0.02274,0.02274,0.72407,NaN,1570.71,1.46,7.68,1.62,NaN,0.29,32.52,3.11,1.37,0.54,5.76,1.87,0.31,NaN,NaN,2.03,1132.19,7.75
rand446_l2.wcnf,10915.0,83832.0,0.09718,1.0,0.0,1.0,1.0,0.1302,0.00022,3.41656,1e-05,0.02369,0.02368,0.00022,0.55001,9e-05,0.01622,0.01612,0.36234,0.72131,0.0,1.0,1.0,0.44374,0.64107,0.0,1.0,1.0,0.10958,0.72419,0.83964,0.00012,0.0,0.0,0.02272,0.02272,0.72443,NaN,1036.69,3.18,3.62,1.02,NaN,0.56,41.7,3.04,1.24,1.55,6.49,1.57,0.58,NaN,NaN,1.72,1020.81,4.74
rand484_l2.wcnf,10732.0,83249.0,0.09689,1.0,0.0,1.0,1.0,0.12891,0.00022,3.39875,1e-05,0.02372,0.02371,0.00022,0.55074,9e-05,0.01649,0.0164,0.36263,0.72038,0.0,1.0,1.0,0.44455,0.63941,0.0,1.0,1.0,0.10929,0.72395,0.83967,0.00012,0.0,0.0,0.02279,0.02279,0.72407,NaN,895.85,4.52,3.59,0.83,NaN,0.52,41.86,2.98,1.02,2.09,4.96,1.83,0.56,NaN,NaN,2.01,999.96,3.02
rand507_l2.wcnf,7173.0,51681.0,0.09951,1.0,0.0,1.0,1.0,0.13879,0.00039,3.89923,2e-05,0.07061,0.07059,0.00039,0.49154,0.00014,0.01757,0.01743,0.42112,0.57556,0.0,1.0,1.0,0.53883,0.54592,0.0,1.0,1.0,0.1178,0.45106,0.6758,0.00011,0.0,0.0,0.02626,0.02626,0.45171,NaN,720.47,2.25,39.87,2.84,NaN,0.27,79.18,3.38,1.51,0.64,2.67,4.75,0.27,NaN,NaN,4.51,574.43,44.17
rand695_l2.wcnf,7142.0,51555.0,0.09935,1.0,0.0,1.0,1.0,0.13853,0.0004,3.91183,2e-05,0.07093,0.07091,0.0004,0.49198,0.00014,0.01764,0.0175,0.41659,0.58706,0.0,1.0,1.0,0.53817,0.54681,0.0,1.0,1.0,0.1184,0.45094,0.67499,0.00011,0.0,0.0,0.02626,0.02626,0.45163,NaN,573.63,0.68,21.8,2.02,NaN,0.16,46.42,2.49,1.11,0.85,16.05,2.12,0.15,NaN,NaN,2.25,514.68,21.81
rand717_l2.wcnf,11413.0,87764.0,0.09776,1.0,0.0,1.0,1.0,0.13004,0.00021,3.47995,1e-05,0.02387,0.02386,0.00021,0.54598,9e-05,0.01551,0.01542,0.35793,0.73117,0.0,1.0,1.0,0.44244,0.64315,0.0,1.0,1.0,0.11058,0.72485,0.84032,0.00012,0.0,0.0,0.02315,0.02315,0.72468,NaN,NaN,7.02,50.76,3.82,NaN,0.66,248.9,8.69,2.78,2.67,40.6,16.61,0.82,NaN,NaN,19.39,NaN,62.44
rand736_l2.wcnf,7122.0,51888.0,0.09954,1.0,0.0,1.0,1.0,0.13726,0.0004,3.8808,2e-05,0.07084,0.07083,0.0004,0.49177,0.00014,0.01769,0.01755,0.41764,0.58593,0.0,1.0,1.0,0.53765,0.54845,0.0,1.0,1.0,0.11841,0.45097,0.67453,0.00011,0.0,0.0,0.02627,0.02627,0.45149,NaN,688.08,1.38,38.82,2.94,NaN,0.25,33.13,3.11,1.4,0.61,31.57,2.81,0.25,NaN,NaN,2.82,531.05,39.28
rand736_l3.wcnf,45255.0,108042.0,0.04781,1.0,0.0,1.0,1.0,0.41886,6e-05,5.44158,1e-05,0.03403,0.03402,6e-05,0.44713,2e-05,0.00278,0.00276,0.50664,0.51963,0.0,1.0,1.0,0.4743,0.52223,0.0,1.0,1.0,0.11185,0.58325,0.83565,3e-05,0.0,0.0,0.01262,0.01262,0.71342,NaN,NaN,0.74,6.21,2.97,NaN,0.15,12.45,1.0,0.45,0.29,1.68,0.73,0.15,NaN,NaN,0.69,NaN,5.18
rand794_l2.wcnf,11318.0,88125.0,0.09724,1.0,0.0,1.0,1.0,0.12843,0.00021,3.4566,1e-05,0.02377,0.02376,0.00021,0.59777,9e-05,0.01564,0.01555,0.35655,0.73399,0.0,1.0,1.0,0.44253,0.64104,0.0,1.0,1.0,0.10989,0.72727,0.84188,0.00012,0.0,0.0,0.02311,0.02311,0.72726,NaN,1413.7,2.78,3.73,1.14,NaN,0.36,53.22,2.5,1.19,1.23,5.46,1.95,0.4,NaN,NaN,1.68,1457.05,4.29
rand7_l2.wcnf,11126.0,86169.0,0.09684,1.0,0.0,1.0,1.0,0.12912,0.00021,3.4381,1e-05,0.0237,0.02369,0.00021,0.58027,9e-05,0.01591,0.01582,0.3517,0.7452,0.0,1.0,1.0,0.44192,0.64244,0.0,1.0,1.0,0.11033,0.72503,0.84027,0.00012,0.0,0.0,0.02266,0.02266,0.72482,NaN,1566.21,3.45,36.57,2.97,NaN,0.45,62.04,6.46,2.31,1.5,24.01,3.75,0.49,NaN,NaN,3.61,1657.25,36.54
rand813_l2.wcnf,7304.0,52003.0,0.09959,1.0,0.0,1.0,1.0,0.14045,0.00039,3.92956,2e-05,0.07053,0.07052,0.00039,0.49062,0.00014,0.01725,0.01711,0.42229,0.57595,0.0,1.0,1.0,0.53851,0.54517,0.0,1.0,1.0,0.11776,0.45157,0.67879,0.00011,0.0,0.0,0.02625,0.02625,0.45265,NaN,585.21,1.56,38.36,2.9,NaN,0.36,32.03,3.44,1.47,0.98,37.48,2.65,0.4,NaN,NaN,2.41,608.7,47.67
