Instances,feature_ VariableCount,feature_ VPOPSMean,feature_ POPSCount,feature_ PSSMaximum,feature_ PSSMean,feature_ PSSStandardDeviation,feature_ VPOPSMaximum,feature_ VPOPSStandardDeviation,feature_ PatterndatabaselowerboundIndegreeMaximum,feature_ PatterndatabaselowerboundIndegreeMean,feature_ PatterndatabaselowerboundIndegreeStandardDeviation,feature_ PatterndatabaselowerboundLeafCount,feature_ PatterndatabaselowerboundNTCCount,feature_ PatterndatabaselowerboundNTCMax,feature_ PatterndatabaselowerboundNTCMean,feature_ PatterndatabaselowerboundNTCStandardDeviation,feature_ PatterndatabaselowerboundOutdegreeMaximum,feature_ PatterndatabaselowerboundOutdegreeMean,feature_ PatterndatabaselowerboundOutdegreeStandardDeviation,feature_ PatterndatabaselowerboundRootCount,feature_ PatterndatabaselowerboundTotalDegreeMaximum,feature_ PatterndatabaselowerboundTotalDegreeMean,feature_ PatterndatabaselowerboundTotalDegreeStandardDeviation,feature_ SimplelowerboundIndegreeMaximum,feature_ SimplelowerboundIndegreeMean,feature_ SimplelowerboundIndegreeStandardDeviation,feature_ SimplelowerboundLeafCount,feature_ SimplelowerboundNTCCount,feature_ SimplelowerboundNTCMax,feature_ SimplelowerboundNTCMean,feature_ SimplelowerboundNTCStandardDeviation,feature_ SimplelowerboundOutdegreeMaximum,feature_ SimplelowerboundOutdegreeMean,feature_ SimplelowerboundOutdegreeStandardDeviation,feature_ SimplelowerboundRootCount,feature_ SimplelowerboundTotalDegreeMaximum,feature_ SimplelowerboundTotalDegreeMean,feature_ SimplelowerboundTotalDegreeStandardDeviation,feature_ GreedyhillclimbingErrorbound,feature_ GreedyhillclimbingIndegreeMaximum,feature_ GreedyhillclimbingIndegreeMean,feature_ GreedyhillclimbingIndegreeStandardDeviation,feature_ GreedyhillclimbingLeafCount,feature_ GreedyhillclimbingOutdegreeMaximum,feature_ GreedyhillclimbingOutdegreeMean,feature_ GreedyhillclimbingOutdegreeStandardDeviation,feature_ GreedyhillclimbingRootCount,feature_ GreedyhillclimbingTotalDegreeMaximum,feature_ GreedyhillclimbingTotalDegreeMean,feature_ GreedyhillclimbingTotalDegreeStandardDeviation,feature_ AnytimewindowA*Errorbound,feature_ AnytimewindowA*IndegreeMaximum,feature_ AnytimewindowA*IndegreeMean,feature_ AnytimewindowA*IndegreeStandardDeviation,feature_ AnytimewindowA*LeafCount,feature_ AnytimewindowA*OutdegreeMaximum,feature_ AnytimewindowA*OutdegreeMean,feature_ AnytimewindowA*OutdegreeStandardDeviation,feature_ AnytimewindowA*RootCount,feature_ AnytimewindowA*TotalDegreeMaximum,feature_ AnytimewindowA*TotalDegreeMean,feature_ AnytimewindowA*TotalDegreeStandardDeviation,feature_ GOBNILPErrorbound,feature_ GOBNILPIndegreeMaximum,feature_ GOBNILPIndegreeMean,feature_ GOBNILPIndegreeStandardDeviation,feature_ GOBNILPLeafCount,feature_ GOBNILPOutdegreeMaximum,feature_ GOBNILPOutdegreeMean,feature_ GOBNILPOutdegreeStandardDeviation,feature_ GOBNILPRootCount,feature_ GOBNILPTotalDegreeMaximum,feature_ GOBNILPTotalDegreeMean,feature_ GOBNILPTotalDegreeStandardDeviation,feature_ CPBayesErrorbound,feature_ CPBayesIndegreeMaximum,feature_ CPBayesIndegreeMean,feature_ CPBayesIndegreeStandardDeviation,feature_ CPBayesLeafCount,feature_ CPBayesOutdegreeMaximum,feature_ CPBayesOutdegreeMean,feature_ CPBayesOutdegreeStandardDeviation,feature_ CPBayesRootCount,feature_ CPBayesTotalDegreeMaximum,feature_ CPBayesTotalDegreeMean,feature_ CPBayesTotalDegreeStandardDeviation,algo_astar-ec,algo_astar-ed3,algo_astar-comp,algo_cpbayes,algo_ilp-141,algo_ilp-141-nc,algo_ilp-162,algo_ilp-162-nc
synth-1977-29-8-2-0.5-0-212_bdeu-1-5,11.48,5.0,1.76,1.53,9.0,6.0,1.76,1.9,8.0,9.0,3.52,2.4,1.0,5.0,1.83,1.51,9.0,7.0,1.83,1.89,7.0,9.0,3.66,2.22,1.88,5.0,1.83,1.42,8.0,5.0,1.83,1.77,5.0,9.0,3.66,2.21,12.97,5.0,1.69,1.31,9.0,7.0,1.69,1.89,7.0,9.0,3.38,2.37,1181.0,5.0,2.85,1.27,5.0,2.72,1.58,5.0,2.0,19.0,10.5,12.02,10.0,2.72,2.49,3.0,13.0,5.45,3.54,5.0,2.9,1.54,4.0,3.0,19.0,8.0,9.54,9.0,2.9,2.37,3.0,14.0,5.79,3.52,257.0,40.72,55.35,29.0,1201.94,1153.1,28.36,4.62,37.18,28.43,8.48,8.87
synth-1978-40-6-2-0.5-0-186_bic-4,6.14,3.0,1.62,0.84,13.0,6.0,1.62,1.72,4.0,8.0,3.25,1.88,-1.0,4.0,2.35,0.83,8.0,7.0,2.35,1.94,1.0,10.0,4.7,2.46,0.72,4.0,1.78,0.97,16.0,7.0,1.78,2.08,5.0,9.0,3.55,2.17,7.93,4.0,1.72,1.04,13.0,6.0,1.73,1.71,6.0,7.0,3.45,2.07,780.0,4.0,1.81,0.8,4.0,2.28,0.91,7.0,1.0,31.0,31.0,0.0,7.0,2.28,1.89,2.0,9.0,4.55,2.45,4.0,2.35,0.83,8.0,3.0,24.0,9.67,12.42,7.0,2.35,1.94,1.0,10.0,4.7,2.46,80.0,19.5,19.09,40.0,NaN,NaN,NaN,578.58,6.2,6.16,8.52,9.22
synth-1979-52-7-2-0.5-0-3151_bdeu-1-3,12.91,3.0,2.19,1.09,12.0,11.0,2.19,2.57,6.0,14.0,4.38,2.83,-1.0,3.0,2.81,0.53,9.0,10.0,2.81,2.63,1.0,13.0,5.62,2.86,3.38,3.0,2.38,0.91,23.0,12.0,2.38,3.14,3.0,15.0,4.77,3.32,12.26,3.0,2.6,0.77,14.0,10.0,2.6,2.91,2.0,13.0,5.19,2.98,24501.0,3.0,2.74,0.51,3.0,2.75,0.65,10.0,7.0,19.0,5.29,6.45,10.0,2.75,2.71,2.0,13.0,5.5,2.96,3.0,2.81,0.53,9.0,8.0,24.0,5.0,7.71,10.0,2.81,2.63,1.0,13.0,5.62,2.86,2080.0,471.17,532.97,52.0,NaN,NaN,NaN,NaN,419.05,403.97,338.38,341.46
synth-1980-24-7-2-0.5-0-3860_bdeu-100-3,8.45,3.0,2.71,0.75,5.0,7.0,2.71,2.44,1.0,10.0,5.42,2.19,2.8,3.0,2.67,0.87,5.0,9.0,2.67,2.26,2.0,11.0,5.33,2.14,1.69,3.0,2.71,0.75,6.0,9.0,2.71,2.74,1.0,11.0,5.42,2.47,12.78,3.0,2.67,0.87,4.0,8.0,2.67,2.24,2.0,9.0,5.33,1.93,14392.0,3.0,2.79,0.47,3.0,2.96,0.2,1.0,1.0,23.0,23.0,0.0,8.0,2.96,1.85,0.0,11.0,5.92,1.93,3.0,2.96,0.2,2.0,3.0,16.0,7.33,7.51,10.0,2.96,2.14,0.0,13.0,5.92,2.21,1057.0,599.67,269.58,24.0,14.15,13.68,10.74,37.58,606.5,1166.46,638.75,645.12
synth-1981-40-8-2-0.5-0-193_bdeu-1-4,10.46,4.0,2.0,1.41,8.0,6.0,2.0,1.62,8.0,8.0,4.0,1.88,-1.0,4.0,2.9,0.98,8.0,8.0,2.9,2.15,0.0,11.0,5.8,2.63,0.43,4.0,1.95,1.26,11.0,7.0,1.95,1.83,6.0,8.0,3.9,1.98,11.21,4.0,1.95,1.3,8.0,6.0,1.95,1.69,6.0,7.0,3.9,1.84,969.0,4.0,2.3,1.08,4.0,2.8,0.94,5.0,4.0,27.0,8.75,12.18,9.0,2.8,2.04,0.0,12.0,5.6,2.41,4.0,2.9,0.98,8.0,2.0,28.0,16.0,16.97,8.0,2.9,2.15,0.0,11.0,5.8,2.63,107.0,24.23,23.52,40.0,NaN,NaN,NaN,NaN,41.78,42.89,21.24,15.18
synth-1982-53-7-2-0.5-0-715_bic-2,7.55,2.0,1.64,0.62,12.0,6.0,1.64,1.64,4.0,7.0,3.28,1.69,1.7,2.0,1.79,0.57,19.0,10.0,1.79,2.12,4.0,12.0,3.58,2.19,1.26,2.0,1.74,0.56,18.0,11.0,1.74,2.25,3.0,11.0,3.47,2.12,7.19,2.0,1.81,0.52,15.0,9.0,1.81,1.94,3.0,11.0,3.62,1.96,2009.0,2.0,1.73,0.5,2.0,1.94,0.23,13.0,9.0,11.0,3.56,2.83,8.0,1.94,1.86,0.0,10.0,3.89,1.94,2.0,1.94,0.23,11.0,15.0,4.0,2.47,0.64,8.0,1.94,1.91,0.0,10.0,3.89,1.98,123.0,37.91,32.59,53.0,NaN,NaN,NaN,NaN,20.91,14.11,12.37,20.18
synth-1983-35-4-2-0.5-0-2132_bic-4,18.88,4.0,1.43,1.33,15.0,8.0,1.43,1.93,13.0,9.0,2.86,2.43,3.7,4.0,1.54,1.22,14.0,7.0,1.54,1.85,9.0,11.0,3.09,2.37,0.56,4.0,1.49,1.2,15.0,7.0,1.49,1.92,9.0,11.0,2.97,2.37,18.87,4.0,1.91,1.38,13.0,8.0,1.91,2.16,8.0,12.0,3.83,3.01,7640.0,4.0,3.15,0.85,4.0,2.46,1.5,8.0,2.0,25.0,13.5,16.26,10.0,2.46,2.48,5.0,14.0,4.91,3.65,4.0,2.49,1.5,8.0,2.0,24.0,13.0,15.56,11.0,2.49,2.69,5.0,15.0,4.97,3.88,1740.0,218.29,344.92,35.0,NaN,NaN,224.28,112.62,198.19,133.57,93.99,121.57
synth-1984-52-2-2-0.5-0-7019_bic-3,16.43,3.0,1.15,0.98,21.0,5.0,1.15,1.35,19.0,7.0,2.31,1.89,-1.0,3.0,1.88,1.15,15.0,6.0,1.88,1.7,10.0,9.0,3.77,2.71,0.21,2.0,1.17,0.81,26.0,7.0,1.17,1.58,13.0,7.0,2.35,1.88,16.41,3.0,1.38,0.99,23.0,8.0,1.38,1.77,13.0,10.0,2.77,2.24,2793.0,3.0,2.36,0.76,3.0,1.85,1.13,13.0,2.0,36.0,19.5,23.33,6.0,1.85,1.6,10.0,8.0,3.69,2.55,3.0,1.88,1.15,15.0,3.0,26.0,12.33,12.1,6.0,1.88,1.7,10.0,9.0,3.77,2.71,374.0,53.71,80.86,52.0,NaN,NaN,NaN,NaN,100.49,92.18,57.52,71.06
synth-1985-25-5-2-0.5-0-7549_bdeu-0.1-2,9.28,2.0,1.56,0.77,10.0,5.0,1.56,1.73,4.0,7.0,3.12,1.9,0.3,2.0,1.6,0.76,11.0,6.0,1.6,1.94,4.0,7.0,3.2,2.08,0.28,2.0,1.56,0.77,9.0,6.0,1.56,1.78,4.0,7.0,3.12,1.9,13.74,2.0,1.6,0.76,10.0,6.0,1.6,2.06,4.0,8.0,3.2,2.14,1711.0,2.0,1.81,0.43,2.0,1.8,0.58,6.0,2.0,14.0,8.0,8.49,6.0,1.8,1.61,2.0,8.0,3.6,1.89,2.0,1.8,0.58,5.0,5.0,8.0,3.6,2.61,6.0,1.8,1.61,2.0,8.0,3.6,1.89,149.0,68.44,42.12,25.0,14.1,13.23,33.52,1.01,11.08,12.08,10.4,8.9
synth-1986-32-8-2-0.5-0-3621_bdeu-100-3,13.34,3.0,2.78,0.71,9.0,10.0,2.78,2.94,1.0,13.0,5.56,2.66,2.9,3.0,2.78,0.71,8.0,14.0,2.78,3.0,1.0,14.0,5.56,2.53,7.35,3.0,2.78,0.66,9.0,12.0,2.78,2.95,1.0,15.0,5.56,2.64,14.16,3.0,2.81,0.64,8.0,11.0,2.81,2.87,1.0,14.0,5.62,2.66,60881.0,3.0,2.85,0.39,3.0,3.0,0.0,5.0,1.0,24.0,24.0,0.0,13.0,3.0,2.74,0.0,16.0,6.0,2.74,3.0,3.0,0.0,6.0,2.0,20.0,12.0,11.31,11.0,3.0,2.62,0.0,14.0,6.0,2.62,3066.0,1902.53,726.33,32.0,343.09,318.65,34.01,468.51,2976.55,3370.33,4688.96,3396.84
synth-1987-21-6-2-0.5-0-1215_bic-5,2.6,5.0,2.38,1.36,8.0,7.0,2.38,2.27,1.0,9.0,4.76,2.39,0.0,5.0,2.33,1.35,8.0,7.0,2.33,2.31,2.0,9.0,4.67,2.31,0.53,5.0,2.43,1.29,9.0,6.0,2.43,2.46,1.0,9.0,4.86,2.5,15.09,5.0,2.38,1.36,8.0,7.0,2.38,2.27,1.0,9.0,4.76,2.39,3084.0,5.0,3.04,0.96,5.0,3.0,1.18,4.0,1.0,17.0,17.0,0.0,7.0,3.0,2.51,0.0,11.0,6.0,3.11,5.0,3.29,1.23,4.0,1.0,17.0,17.0,0.0,9.0,3.29,2.72,0.0,14.0,6.57,3.64,475.0,146.86,147.31,21.0,2.06,2.02,7.62,1.3,28.2,21.1,24.87,22.8
synth-1989-56-3-2-0.5-0-3955_bdeu-1-2,14.49,2.0,1.3,0.87,21.0,7.0,1.3,1.54,15.0,9.0,2.61,1.85,1.9,2.0,1.46,0.74,23.0,7.0,1.46,1.82,8.0,9.0,2.93,1.98,1.22,2.0,1.43,0.78,23.0,8.0,1.43,1.87,10.0,10.0,2.86,2.08,15.18,2.0,1.52,0.71,20.0,6.0,1.52,1.73,7.0,8.0,3.04,1.96,4169.0,2.0,1.83,0.41,2.0,1.71,0.59,12.0,6.0,26.0,6.5,9.59,8.0,1.71,1.7,4.0,10.0,3.43,2.04,2.0,1.73,0.59,11.0,10.0,11.0,4.2,3.39,8.0,1.73,1.58,4.0,10.0,3.46,1.92,429.0,74.45,86.83,56.0,NaN,NaN,NaN,NaN,44.4,49.8,85.85,61.83
synth-1990-40-7-2-0.5-0-275_bic-2,9.04,2.0,1.55,0.75,10.0,6.0,1.55,1.43,6.0,8.0,3.1,1.58,1.7,2.0,1.67,0.62,12.0,6.0,1.67,1.72,3.0,8.0,3.35,1.73,1.44,2.0,1.62,0.63,15.0,7.0,1.62,1.85,3.0,9.0,3.25,1.81,9.97,2.0,1.72,0.55,10.0,6.0,1.72,1.71,2.0,8.0,3.45,1.75,592.0,2.0,1.57,0.62,2.0,1.9,0.3,5.0,4.0,23.0,8.0,10.03,6.0,1.9,1.45,0.0,8.0,3.8,1.56,2.0,1.9,0.3,7.0,7.0,15.0,4.43,4.72,6.0,1.9,1.5,0.0,8.0,3.8,1.59,43.0,14.8,9.96,40.0,NaN,NaN,1220.91,320.44,33.43,34.45,5.87,6.06
synth-1991-48-5-2-0.5-0-3426_bdeu-1-3,23.84,3.0,2.33,1.04,10.0,7.0,2.33,1.96,5.0,10.0,4.67,2.11,-1.0,3.0,2.75,0.7,10.0,9.0,2.75,2.27,2.0,12.0,5.5,2.58,5.76,3.0,2.37,1.02,14.0,11.0,2.38,2.47,5.0,12.0,4.75,2.39,17.72,3.0,2.52,0.9,12.0,9.0,2.52,2.44,3.0,11.0,5.04,2.52,27732.0,3.0,2.74,0.51,3.0,2.75,0.7,11.0,1.0,35.0,35.0,0.0,8.0,2.75,2.26,2.0,11.0,5.5,2.58,3.0,2.75,0.7,10.0,2.0,32.0,18.5,19.09,9.0,2.75,2.27,2.0,12.0,5.5,2.58,2707.0,577.75,612.39,48.0,NaN,NaN,NaN,NaN,3427.53,4035.1,6362.34,6029.0
synth-1993-58-2-2-0.5-0-6737_bdeu-0.1-4,17.47,3.0,1.17,0.98,18.0,6.0,1.17,1.2,19.0,8.0,2.34,1.71,-1.0,4.0,2.16,1.31,10.0,6.0,2.16,1.7,8.0,10.0,4.31,2.9,0.53,3.0,1.09,0.88,27.0,5.0,1.09,1.37,18.0,7.0,2.17,1.59,17.3,3.0,1.16,0.91,21.0,5.0,1.16,1.28,17.0,7.0,2.31,1.72,4920.0,4.0,2.78,0.93,4.0,1.98,1.22,11.0,5.0,31.0,9.0,12.35,6.0,1.98,1.66,8.0,10.0,3.97,2.74,4.0,2.16,1.31,10.0,4.0,38.0,12.0,17.38,6.0,2.16,1.7,8.0,10.0,4.31,2.9,506.0,84.83,124.72,58.0,NaN,NaN,NaN,NaN,600.65,392.18,159.27,246.9
synth-1994-27-8-2-0.5-0-648_bdeu-10-3,12.15,3.0,2.59,0.8,3.0,8.0,2.59,2.39,1.0,11.0,5.19,2.22,2.2,3.0,2.67,0.88,5.0,8.0,2.67,2.56,2.0,11.0,5.33,2.25,3.25,3.0,2.56,0.8,5.0,13.0,2.56,3.21,1.0,14.0,5.11,2.93,14.66,3.0,2.7,0.78,4.0,10.0,2.7,2.67,1.0,10.0,5.41,2.12,8046.0,3.0,2.65,0.58,3.0,3.0,0.0,4.0,2.0,19.0,10.5,12.02,9.0,3.0,2.51,0.0,12.0,6.0,2.51,3.0,3.0,0.0,4.0,3.0,18.0,7.33,9.24,10.0,3.0,2.59,0.0,13.0,6.0,2.59,934.0,298.0,237.06,27.0,40.1,37.75,16.44,107.57,288.29,240.64,215.92,235.57
synth-1995-33-6-2-0.5-0-984_bdeu-10-3,11.13,3.0,2.48,0.97,7.0,11.0,2.48,2.6,3.0,11.0,4.97,2.54,2.8,3.0,2.61,0.86,7.0,10.0,2.61,2.61,2.0,13.0,5.21,2.42,1.8,3.0,2.52,0.76,9.0,10.0,2.52,2.74,1.0,12.0,5.03,2.46,12.39,3.0,2.55,0.79,7.0,9.0,2.55,2.33,1.0,10.0,5.09,2.21,8445.0,3.0,2.66,0.58,3.0,2.85,0.44,6.0,2.0,23.0,12.5,14.85,9.0,2.85,2.46,0.0,12.0,5.7,2.58,3.0,2.91,0.38,4.0,3.0,25.0,9.67,13.28,9.0,2.91,2.35,0.0,12.0,5.82,2.48,1008.0,255.91,235.55,33.0,436.11,406.48,NaN,142.21,141.92,144.49,133.53,92.52
synth-1996-39-6-2-0.5-0-302_bdeu-100-2,8.4,2.0,1.87,0.47,11.0,12.0,1.87,2.3,2.0,12.0,3.74,2.15,2.8,2.0,1.87,0.47,14.0,13.0,1.87,2.57,2.0,14.0,3.74,2.49,0.86,2.0,1.87,0.47,15.0,13.0,1.87,2.63,2.0,15.0,3.74,2.59,10.67,2.0,1.87,0.47,12.0,12.0,1.87,2.33,2.0,12.0,3.74,2.19,9391.0,2.0,1.91,0.3,2.0,1.95,0.32,11.0,8.0,4.0,2.62,0.74,9.0,1.95,2.11,1.0,11.0,3.9,2.19,2.0,1.95,0.32,10.0,7.0,4.0,3.14,0.69,9.0,1.95,2.04,1.0,11.0,3.9,2.11,502.0,240.79,102.72,39.0,NaN,NaN,2744.65,83.52,94.91,84.58,93.74,145.72
synth-1997-40-5-2-0.5-0-169_bic-2,8.17,2.0,1.3,0.85,12.0,4.0,1.3,1.22,10.0,5.0,2.6,1.46,1.3,2.0,1.42,0.81,14.0,5.0,1.42,1.52,8.0,7.0,2.85,1.67,0.56,2.0,1.33,0.8,16.0,5.0,1.32,1.42,8.0,6.0,2.65,1.53,8.9,2.0,1.37,0.84,14.0,5.0,1.37,1.35,9.0,7.0,2.75,1.78,574.0,2.0,1.55,0.62,2.0,1.7,0.65,10.0,6.0,10.0,4.17,3.25,5.0,1.7,1.54,4.0,7.0,3.4,1.85,2.0,1.78,0.58,9.0,7.0,11.0,4.29,3.45,6.0,1.77,1.58,3.0,8.0,3.55,1.89,49.0,14.35,11.73,40.0,NaN,NaN,96.05,212.21,9.94,12.14,4.48,10.72
synth-1998-32-5-2-0.5-0-3014_bdeu-100-2,5.24,2.0,1.88,0.49,8.0,5.0,1.88,1.6,2.0,7.0,3.75,1.46,2.3,2.0,1.88,0.49,10.0,7.0,1.88,1.9,2.0,7.0,3.75,1.74,1.95,2.0,1.88,0.42,13.0,7.0,1.87,2.12,1.0,9.0,3.75,2.02,8.34,2.0,1.91,0.39,8.0,7.0,1.91,1.78,1.0,9.0,3.81,1.67,7990.0,2.0,1.91,0.3,2.0,2.0,0.0,7.0,4.0,15.0,5.25,6.5,7.0,2.0,1.85,0.0,9.0,4.0,1.85,2.0,2.0,0.0,5.0,4.0,19.0,6.25,8.5,7.0,2.0,1.76,0.0,9.0,4.0,1.76,390.0,249.69,75.59,32.0,51.22,46.24,13.09,77.18,55.97,37.79,37.81,42.66
trains_bdeu-0.1-2,3.71,2.0,1.7,0.65,6.0,5.0,1.7,1.32,3.0,7.0,3.4,1.28,9.8,2.0,1.77,0.57,7.0,5.0,1.77,1.43,2.0,6.0,3.53,1.31,17.7,2.0,1.73,0.58,11.0,9.0,1.73,2.26,2.0,9.0,3.47,2.0,25.93,2.0,1.73,0.58,7.0,5.0,1.73,1.55,2.0,6.0,3.47,1.43,2483.0,2.0,1.88,0.36,2.0,1.9,0.31,5.0,3.0,13.0,6.0,6.08,5.0,1.9,1.42,0.0,7.0,3.8,1.52,2.0,1.93,0.25,4.0,7.0,9.0,3.29,2.56,5.0,1.93,1.23,0.0,6.0,3.87,1.2,255.0,82.77,54.73,30.0,8.63,8.08,13.14,64.24,56.24,53.48,42.11,39.61
trains_bdeu-0.1-3,5.09,3.0,2.13,1.22,4.0,8.0,2.13,1.91,6.0,8.0,4.27,1.68,15.5,3.0,2.17,1.09,5.0,5.0,2.17,1.44,4.0,7.0,4.33,1.12,22.3,3.0,2.17,1.15,7.0,9.0,2.17,2.46,4.0,10.0,4.33,2.28,34.12,3.0,2.3,0.95,5.0,9.0,2.3,2.14,2.0,11.0,4.6,2.11,15821.0,3.0,2.82,0.43,3.0,2.6,0.67,3.0,2.0,23.0,13.0,14.14,8.0,2.6,2.14,0.0,10.0,5.2,2.12,3.0,2.53,0.63,2.0,9.0,10.0,3.11,2.62,7.0,2.53,1.83,0.0,9.0,5.07,1.7,1752.0,527.37,340.97,30.0,55.39,54.09,39.89,23.0,820.61,908.81,NaN,NaN
trains_bdeu-0.1-4,5.19,4.0,2.7,1.47,6.0,10.0,2.7,2.35,3.0,10.0,5.4,2.36,14.4,4.0,2.83,1.49,5.0,9.0,2.83,2.21,3.0,13.0,5.67,2.07,33.9,4.0,2.8,1.54,7.0,14.0,2.8,3.26,4.0,16.0,5.6,2.72,40.05,4.0,2.87,1.43,3.0,9.0,2.87,2.21,3.0,10.0,5.73,2.29,70994.0,4.0,3.74,0.53,4.0,3.27,1.08,3.0,2.0,23.0,13.0,14.14,9.0,3.27,2.56,0.0,12.0,6.53,2.29,4.0,3.03,1.07,3.0,10.0,6.0,2.7,1.25,11.0,3.03,2.59,0.0,13.0,6.07,2.36,6867.0,2366.47,1564.89,30.0,99.93,102.42,81.85,138.56,NaN,NaN,NaN,NaN
trains_bdeu-0.1-5,6.67,5.0,3.07,2.05,5.0,12.0,3.07,3.12,6.0,13.0,6.13,2.75,-1.0,5.0,3.53,1.55,3.0,11.0,3.53,3.08,0.0,13.0,7.07,2.66,-1.0,5.0,3.53,1.55,3.0,11.0,3.53,3.08,0.0,13.0,7.07,2.66,41.04,5.0,3.07,1.86,2.0,11.0,3.07,2.72,3.0,12.0,6.13,2.52,221876.0,5.0,4.59,0.66,5.0,3.83,1.51,3.0,3.0,19.0,8.33,9.24,11.0,3.83,3.28,0.0,14.0,7.67,2.88,5.0,3.53,1.55,3.0,10.0,6.0,2.7,1.25,11.0,3.53,3.08,0.0,13.0,7.07,2.66,17633.0,7395.87,5069.36,30.0,239.55,241.08,178.8,825.62,NaN,NaN,NaN,NaN
trains_bdeu-0.1-6,7.89,6.0,3.4,2.4,5.0,13.0,3.4,3.46,6.0,13.0,6.8,3.16,-1.0,6.0,3.9,1.94,3.0,12.0,3.9,3.52,0.0,14.0,7.8,3.0,-1.0,6.0,3.9,1.94,3.0,12.0,3.9,3.52,0.0,14.0,7.8,3.0,44.52,6.0,3.23,2.21,4.0,12.0,3.23,3.06,3.0,13.0,6.47,2.84,528575.0,6.0,5.41,0.82,6.0,4.27,1.89,3.0,3.0,19.0,8.33,9.24,13.0,4.27,3.88,0.0,15.0,8.53,3.44,6.0,3.9,1.94,3.0,10.0,6.0,2.7,1.25,12.0,3.9,3.52,0.0,14.0,7.8,3.0,45846.0,17619.17,13471.7,30.0,567.96,579.18,319.62,3496.61,NaN,NaN,NaN,NaN
trains_bdeu-1-2,2.48,2.0,1.67,0.66,8.0,5.0,1.67,1.45,3.0,6.0,3.33,1.32,7.4,2.0,1.73,0.64,4.0,4.0,1.73,1.2,3.0,6.0,3.47,1.11,7.73,2.0,1.57,0.63,7.0,6.0,1.57,1.5,2.0,8.0,3.13,1.41,15.0,2.0,1.77,0.5,6.0,6.0,1.77,1.52,1.0,7.0,3.53,1.41,2072.0,2.0,1.84,0.4,2.0,1.9,0.31,4.0,3.0,14.0,6.33,6.66,5.0,1.9,1.27,0.0,7.0,3.8,1.3,2.0,1.93,0.25,4.0,7.0,9.0,3.29,2.56,5.0,1.93,1.23,0.0,6.0,3.87,1.2,180.0,69.07,37.31,30.0,17.93,17.7,13.62,31.32,55.52,49.55,56.95,43.66
trains_bdeu-1-3,1.5,3.0,2.13,1.2,3.0,8.0,2.13,1.94,5.0,8.0,4.27,1.53,8.4,3.0,2.13,1.2,5.0,6.0,2.13,1.66,5.0,9.0,4.27,1.55,12.78,3.0,2.1,1.09,9.0,8.0,2.1,2.29,3.0,10.0,4.2,2.06,20.36,3.0,2.27,1.05,5.0,6.0,2.27,1.62,3.0,7.0,4.53,1.28,11563.0,3.0,2.79,0.47,3.0,2.6,0.67,3.0,2.0,23.0,13.0,14.14,8.0,2.6,2.18,0.0,11.0,5.2,2.19,3.0,2.53,0.63,2.0,9.0,10.0,3.11,2.62,7.0,2.53,1.83,0.0,9.0,5.07,1.7,985.0,385.43,236.96,30.0,11.14,10.65,12.25,18.22,144.41,138.39,1672.68,1334.14
trains_bdeu-1-4,2.02,4.0,2.67,1.63,5.0,11.0,2.67,2.67,5.0,12.0,5.33,2.12,8.5,4.0,2.67,1.69,6.0,9.0,2.67,2.23,6.0,10.0,5.33,1.9,17.16,4.0,2.57,1.43,5.0,8.0,2.57,2.21,3.0,10.0,5.13,1.96,22.42,4.0,2.6,1.45,4.0,7.0,2.6,2.11,3.0,9.0,5.2,1.73,49335.0,4.0,3.71,0.56,4.0,3.27,1.08,3.0,2.0,23.0,13.0,14.14,11.0,3.27,2.68,0.0,15.0,6.53,2.69,4.0,3.03,1.07,3.0,10.0,6.0,2.7,1.25,11.0,3.03,2.59,0.0,13.0,6.07,2.36,4353.0,1644.5,1154.44,30.0,15.48,16.11,38.09,74.18,368.83,541.8,NaN,NaN
trains_bdeu-1-5,2.96,5.0,3.03,1.97,5.0,12.0,3.03,3.03,5.0,12.0,6.07,2.41,-1.0,5.0,3.53,1.55,3.0,11.0,3.53,3.08,0.0,13.0,7.07,2.66,-1.0,5.0,3.53,1.55,3.0,11.0,3.53,3.08,0.0,13.0,7.07,2.66,24.06,5.0,3.1,1.9,4.0,9.0,3.1,2.48,4.0,10.0,6.2,2.06,158489.0,5.0,4.6,0.67,5.0,3.83,1.51,3.0,3.0,19.0,8.33,9.24,13.0,3.83,3.33,0.0,14.0,7.67,3.01,5.0,3.53,1.55,3.0,10.0,6.0,2.7,1.25,11.0,3.53,3.08,0.0,13.0,7.07,2.66,13568.0,5282.97,4006.68,30.0,37.32,37.39,95.52,409.52,1384.68,1516.9,NaN,NaN
trains_bdeu-1-6,4.28,6.0,3.33,2.31,5.0,11.0,3.33,3.38,5.0,13.0,6.67,2.89,-1.0,6.0,3.9,1.94,3.0,12.0,3.9,3.52,0.0,14.0,7.8,3.0,-1.0,6.0,3.9,1.94,3.0,12.0,3.9,3.52,0.0,14.0,7.8,3.0,21.31,6.0,3.3,2.14,2.0,9.0,3.3,2.49,4.0,11.0,6.6,2.25,398625.0,6.0,5.44,0.81,6.0,4.27,1.89,3.0,3.0,19.0,8.33,9.24,13.0,4.27,3.94,0.0,15.0,8.53,3.52,6.0,3.9,1.94,3.0,10.0,6.0,2.7,1.25,12.0,3.9,3.52,0.0,14.0,7.8,3.0,38176.0,13287.5,11262.14,30.0,94.89,100.86,177.64,1997.13,3301.48,5839.1,NaN,NaN
