Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_maxino16-c10,algo_CCEHC2akms,algo_mscg2015b,algo_Optiriss6,algo_mscg2015a,algo_LMHS-2016,algo_ahms-ls-1.70,algo_Open-WBO16,algo_WMaxSatz+,algo_WMaxSatz09,algo_maxino16-dis,algo_ahms-1.70,algo_WPM3-2015-co,algo_QMaxSAT14,algo_CCLS2akms,algo_Naps-1.02-ms,algo_QMaxSAT16UC,algo_maxhs-b
ped2.G.recomb5-0.20-11.wcnf,214355.0,3921373.0,0.00484,563.27606,99.85713,1.0,581.0,0.05466,1e-05,3.35762,0.0,0.00046,0.00046,1e-05,1.70459,0.0,0.0027,0.0027,0.77198,0.29282,0.0,0.98947,0.98947,0.71687,0.33028,0.0,1.0,1.0,0.01843,0.5996,0.99985,0.0,0.0,0.0,0.00014,0.00014,0.37685,58.29,NaN,33.69,21.83,16.5,NaN,NaN,1304.31,NaN,NaN,24.14,NaN,96.73,NaN,NaN,NaN,NaN,1182.67
ped2.G.recomb5-0.20-12.wcnf,215887.0,3682638.0,0.00515,563.27606,99.85713,1.0,581.0,0.05862,1e-05,3.40522,0.0,0.00051,0.0005,1e-05,1.76738,0.0,0.00268,0.00268,0.77592,0.28824,0.06024,0.98947,0.92923,0.72053,0.32943,0.0,1.0,1.0,0.01867,0.62817,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.37743,428.54,NaN,23.18,5.97,9.39,NaN,NaN,35.22,NaN,NaN,20.25,NaN,19.5,999.78,NaN,NaN,953.9,574.38
ped2.G.recomb5-0.20-13.wcnf,215064.0,3871624.0,0.0049,563.27606,99.85713,1.0,581.0,0.05555,1e-05,3.38024,0.0,0.00048,0.00048,1e-05,1.71095,0.0,0.00269,0.00269,0.77137,0.29274,0.10791,0.98947,0.88156,0.71833,0.32878,0.0,1.0,1.0,0.01863,0.59795,0.99985,0.0,0.0,0.0,0.00014,0.00014,0.37209,85.68,NaN,35.03,40.33,25.91,NaN,NaN,NaN,NaN,NaN,38.43,NaN,145.57,NaN,NaN,NaN,NaN,NaN
ped2.G.recomb5-0.20-14.wcnf,215135.0,3594568.0,0.00528,563.27606,99.85713,1.0,581.0,0.05985,1e-05,3.42168,0.0,0.00051,0.00051,1e-05,1.78503,0.0,0.0027,0.00269,0.76345,0.29583,0.10256,0.98947,0.88691,0.71948,0.33094,0.0,1.0,1.0,0.0209,0.61732,0.99984,0.0,0.0,0.0,0.00016,0.00016,0.37759,246.93,NaN,30.36,9.97,11.29,NaN,NaN,39.59,NaN,NaN,17.12,NaN,22.49,885.42,NaN,NaN,949.14,370.94
ped2.G.recomb5-0.20-15.wcnf,214926.0,3845404.0,0.00494,563.27606,99.85713,1.0,581.0,0.05589,1e-05,3.43952,0.0,0.00048,0.00048,1e-05,1.71586,0.0,0.0027,0.00269,0.77899,0.28686,0.10648,0.98947,0.88299,0.72011,0.33098,0.0,1.0,1.0,0.01777,0.60392,0.99985,0.0,0.0,0.0,0.00015,0.00015,0.37217,228.91,NaN,27.88,4.86,8.33,NaN,NaN,6.1,NaN,NaN,17.2,NaN,14.77,435.19,NaN,NaN,757.8,302.72
ped3.D.recomb10-0.20-11.wcnf,62688.0,290937.0,0.00646,279.51065,130.86116,1.0,341.0,0.21547,4e-05,5.21267,0.0,0.00339,0.00339,4e-05,2.60298,2e-05,0.00541,0.00539,0.77488,0.19034,0.0,1.0,1.0,0.71088,0.34128,0.0,1.0,1.0,0.02907,0.64368,0.99888,2e-05,0.0,0.0,0.00118,0.00118,0.41258,1.04,NaN,1.36,0.53,0.96,35.16,NaN,1.47,NaN,NaN,0.74,NaN,1.21,1.43,NaN,6.21,2.98,14.5
ped3.D.recomb10-0.20-12.wcnf,62161.0,294540.0,0.00638,279.51065,130.86116,1.0,341.0,0.21104,4e-05,5.10909,0.0,0.00334,0.00333,4e-05,2.56996,2e-05,0.00545,0.00544,0.7732,0.21315,0.0,1.0,1.0,0.71912,0.33883,0.0,1.0,1.0,0.03031,0.65319,0.99893,2e-05,0.0,0.0,0.00119,0.00119,0.40217,0.38,NaN,0.77,0.25,0.48,3.58,NaN,0.2,NaN,NaN,0.38,NaN,0.35,0.34,NaN,4.63,0.29,1.35
ped3.D.recomb10-0.20-13.wcnf,62963.0,306447.0,0.00613,279.51065,130.86116,1.0,341.0,0.20546,4e-05,5.18439,0.0,0.00323,0.00322,4e-05,2.54639,2e-05,0.00538,0.00537,0.78358,0.17181,0.0,1.0,1.0,0.7224,0.33675,0.0,1.0,1.0,0.01639,0.63733,0.99894,2e-05,0.0,0.0,0.00114,0.00114,0.3753,1.97,NaN,1.6,0.64,1.09,526.54,NaN,0.76,NaN,NaN,1.07,NaN,0.86,1.23,NaN,5.08,2.27,39.83
ped3.D.recomb10-0.20-14.wcnf,62815.0,291859.0,0.00644,279.51065,130.86116,1.0,341.0,0.21522,4e-05,5.18674,0.0,0.00342,0.00342,4e-05,2.61823,2e-05,0.00541,0.0054,0.78403,0.16505,0.0,1.0,1.0,0.69973,0.34164,0.0,1.0,1.0,0.01853,0.65582,0.99888,2e-05,0.0,0.0,0.00119,0.00119,0.42695,0.63,NaN,0.84,0.3,0.64,4.82,NaN,0.25,NaN,NaN,0.53,NaN,0.42,0.46,NaN,5.3,0.61,1.57
ped3.D.recomb10-0.20-15.wcnf,62483.0,276866.0,0.00679,279.51065,130.86116,1.0,341.0,0.22568,4e-05,5.1608,0.0,0.00353,0.00353,4e-05,2.65953,2e-05,0.00543,0.00541,0.76922,0.19938,0.0,1.0,1.0,0.7105,0.33857,0.0,1.0,1.0,0.02526,0.66644,0.99885,2e-05,0.0,0.0,0.00125,0.00125,0.41332,7.29,NaN,9.53,5.04,3.17,894.86,NaN,1.25,NaN,NaN,46.1,NaN,1.75,3.32,NaN,22.99,8.46,70.48
ped3.E.recomb10-0.20-11.wcnf,73150.0,863665.0,0.00676,321.20547,79.6147,1.0,341.0,0.0847,3e-05,3.3607,0.0,0.00124,0.00123,3e-05,1.55994,1e-05,0.00465,0.00463,0.77421,0.27641,0.09278,0.98113,0.88835,0.70827,0.34221,0.0,1.0,1.0,0.02504,0.54951,0.99961,1e-05,0.0,0.0,0.00039,0.00039,0.37485,28.98,NaN,7.09,1.38,2.16,1357.85,NaN,1.59,NaN,NaN,2.51,NaN,3.54,89.19,NaN,101.93,89.35,87.16
ped3.E.recomb10-0.20-12.wcnf,73055.0,807939.0,0.00723,321.20547,79.6147,1.0,341.0,0.09042,3e-05,3.3775,0.0,0.00126,0.00126,3e-05,1.61852,1e-05,0.00464,0.00463,0.75638,0.28748,0.0,1.0,1.0,0.70816,0.34324,0.0,1.0,1.0,0.03051,0.56162,0.99959,1e-05,0.0,0.0,0.00041,0.00041,0.38403,79.66,NaN,10.06,2.35,2.54,NaN,NaN,6.01,NaN,NaN,3.27,NaN,4.62,112.57,NaN,NaN,101.58,287.33
ped3.E.recomb10-0.20-13.wcnf,73373.0,836627.0,0.00698,321.20547,79.6147,1.0,341.0,0.0877,3e-05,3.39516,0.0,0.0013,0.00129,3e-05,1.59404,1e-05,0.00462,0.00461,0.76879,0.28025,0.0,1.0,1.0,0.70619,0.34218,0.0,1.0,1.0,0.02704,0.55328,0.9996,1e-05,0.0,0.0,0.00041,0.00041,0.38084,42.04,NaN,6.07,1.3,2.0,NaN,NaN,2.62,NaN,NaN,2.07,NaN,3.49,69.89,NaN,110.75,70.69,115.4
ped3.E.recomb10-0.20-14.wcnf,72595.0,957761.0,0.0061,321.20547,79.6147,1.0,341.0,0.0758,3e-05,3.39917,0.0,0.00123,0.00123,3e-05,1.4668,1e-05,0.00468,0.00467,0.80673,0.25342,0.12298,0.98113,0.85815,0.70347,0.34425,0.0,1.0,1.0,0.01744,0.51491,0.99965,1e-05,0.0,0.0,0.00036,0.00036,0.36736,24.13,NaN,10.08,7.61,5.91,NaN,NaN,27.53,NaN,NaN,5.49,NaN,15.97,148.12,NaN,192.3,225.11,926.55
ped3.E.recomb10-0.20-15.wcnf,73405.0,846304.0,0.0069,321.20547,79.6147,1.0,341.0,0.08674,3e-05,3.387,0.0,0.00126,0.00126,3e-05,1.60002,1e-05,0.00462,0.0046,0.77541,0.27442,0.13265,0.98113,0.84848,0.70782,0.34091,0.0,1.0,1.0,0.02487,0.57048,0.9996,1e-05,0.0,0.0,0.0004,0.0004,0.38159,9.54,NaN,4.03,1.38,1.95,NaN,NaN,3.98,NaN,NaN,2.28,NaN,3.98,36.66,NaN,63.91,42.59,117.86
ped3.F.recomb10-0.01-1.wcnf,67977.0,491189.0,0.0101,317.69354,85.91703,1.0,341.0,0.13839,4e-05,4.77706,0.0,0.00201,0.00201,4e-05,2.05137,1e-05,0.00499,0.00497,0.74928,0.27416,0.0,1.0,1.0,0.71607,0.36005,0.0,1.0,1.0,0.04219,0.61438,0.99936,1e-05,0.0,0.0,0.00068,0.00068,0.42153,3.49,NaN,2.65,0.59,1.01,56.09,NaN,0.6,NaN,NaN,0.94,NaN,1.01,22.62,NaN,43.63,19.28,13.74
ped3.F.recomb10-0.01-2.wcnf,67907.0,463058.0,0.01071,317.69354,85.91703,1.0,341.0,0.14665,4e-05,4.9004,0.0,0.0022,0.0022,4e-05,2.07602,1e-05,0.00499,0.00498,0.75505,0.27245,0.0,1.0,1.0,0.71661,0.36046,0.0,1.0,1.0,0.04812,0.61026,0.99933,1e-05,0.0,0.0,0.00073,0.00073,0.42315,1.2,NaN,3.88,0.62,0.96,72.14,NaN,0.59,NaN,NaN,0.98,NaN,0.99,25.44,NaN,84.3,19.97,13.43
ped3.F.recomb10-0.01-3.wcnf,68211.0,557501.0,0.0089,317.69354,85.91703,1.0,341.0,0.12235,4e-05,4.70121,0.0,0.00188,0.00188,4e-05,1.86545,1e-05,0.00497,0.00496,0.77691,0.26111,0.0,1.0,1.0,0.70977,0.36098,0.0,1.0,1.0,0.03593,0.54599,0.99944,1e-05,0.0,0.0,0.00062,0.00062,0.40232,3.0,NaN,3.23,0.48,0.96,45.49,NaN,0.5,NaN,NaN,0.87,NaN,1.01,25.4,NaN,39.99,18.3,11.36
ped3.F.recomb10-0.01-4.wcnf,68088.0,568379.0,0.00873,317.69354,85.91703,1.0,341.0,0.11979,4e-05,4.72818,0.0,0.00189,0.00189,4e-05,1.8294,1e-05,0.00498,0.00496,0.78257,0.25953,0.0,1.0,1.0,0.70659,0.36142,0.0,1.0,1.0,0.03278,0.52585,0.99945,1e-05,0.0,0.0,0.00059,0.00059,0.39754,2.18,NaN,3.02,0.66,1.07,115.01,NaN,0.64,NaN,NaN,0.99,NaN,1.05,15.16,NaN,42.56,12.8,23.36
ped3.F.recomb10-0.01-5.wcnf,68280.0,518143.0,0.00957,317.69354,85.91703,1.0,341.0,0.13178,4e-05,4.77473,0.0,0.00195,0.00195,4e-05,1.98719,1e-05,0.00496,0.00495,0.7651,0.26038,0.0,1.0,1.0,0.71466,0.36036,0.0,1.0,1.0,0.04,0.58464,0.99938,1e-05,0.0,0.0,0.00066,0.00066,0.41114,2.57,NaN,3.88,0.62,0.99,93.79,NaN,0.51,NaN,NaN,0.89,NaN,1.03,13.88,NaN,31.95,15.48,13.53
ped3.F.recomb10-0.10-10.wcnf,70149.0,687927.0,0.00721,317.69354,85.91703,1.0,341.0,0.10197,4e-05,3.95728,0.0,0.00154,0.00154,4e-05,1.74019,1e-05,0.00483,0.00482,0.77495,0.26383,0.0,1.0,1.0,0.71265,0.35326,0.0,1.0,1.0,0.03003,0.55779,0.99951,1e-05,0.0,0.0,0.00049,0.00049,0.39086,3.68,NaN,3.58,0.78,1.24,430.53,NaN,1.32,NaN,NaN,1.29,NaN,2.26,24.46,NaN,55.4,31.39,39.14
ped3.F.recomb10-0.10-6.wcnf,69941.0,662622.0,0.00749,317.69354,85.91703,1.0,341.0,0.10555,4e-05,3.99422,0.0,0.00158,0.00158,4e-05,1.77658,1e-05,0.00485,0.00483,0.77436,0.26085,0.0,1.0,1.0,0.71109,0.35406,0.0,1.0,1.0,0.03063,0.5759,0.9995,1e-05,0.0,0.0,0.00051,0.00051,0.40189,1.51,NaN,3.04,0.7,1.25,123.61,NaN,0.7,NaN,NaN,1.22,NaN,1.36,18.65,NaN,49.41,25.43,25.74
ped3.F.recomb10-0.10-7.wcnf,69681.0,708179.0,0.007,317.69354,85.91703,1.0,341.0,0.09839,4e-05,4.04339,0.0,0.00156,0.00156,4e-05,1.68583,1e-05,0.00488,0.00487,0.78685,0.25533,0.0,1.0,1.0,0.70614,0.35588,0.0,1.0,1.0,0.02697,0.52851,0.99953,1e-05,0.0,0.0,0.00049,0.00049,0.39149,14.66,NaN,4.34,1.09,1.59,NaN,NaN,1.07,NaN,NaN,1.91,NaN,1.86,44.83,NaN,78.83,50.46,61.56
ped3.F.recomb10-0.10-8.wcnf,69731.0,711924.0,0.00697,317.69354,85.91703,1.0,341.0,0.09795,4e-05,3.96171,0.0,0.00152,0.00152,4e-05,1.69015,1e-05,0.00486,0.00485,0.78084,0.2598,0.0,1.0,1.0,0.70933,0.35367,0.0,1.0,1.0,0.0278,0.52584,0.99953,1e-05,0.0,0.0,0.00048,0.00048,0.38367,23.88,NaN,6.57,1.41,1.79,NaN,NaN,4.11,NaN,NaN,2.93,NaN,5.41,137.54,NaN,176.71,161.66,82.41
ped3.F.recomb10-0.10-9.wcnf,70131.0,612505.0,0.0081,317.69354,85.91703,1.0,341.0,0.1145,4e-05,4.04651,0.0,0.00165,0.00165,4e-05,1.86996,1e-05,0.00483,0.00482,0.75994,0.2693,0.0,1.0,1.0,0.71261,0.35341,0.0,1.0,1.0,0.03638,0.59025,0.99945,1e-05,0.0,0.0,0.00055,0.00055,0.40696,6.89,NaN,3.7,0.99,1.33,1608.89,NaN,1.23,NaN,NaN,1.32,NaN,1.89,20.24,NaN,62.99,26.64,109.75
ped3.F.recomb10-0.20-11.wcnf,70483.0,862287.0,0.00575,317.69354,85.91703,1.0,341.0,0.08174,4e-05,3.40067,0.0,0.00128,0.00128,4e-05,1.53712,1e-05,0.00481,0.0048,0.78233,0.27075,0.13115,0.97778,0.84663,0.70968,0.34166,0.0,1.0,1.0,0.02415,0.50788,0.99961,1e-05,0.0,0.0,0.00039,0.00039,0.35832,10.68,NaN,4.38,1.37,1.71,NaN,NaN,6.27,NaN,NaN,2.35,NaN,3.5,46.87,NaN,64.13,33.78,104.55
ped3.F.recomb10-0.20-12.wcnf,70317.0,767997.0,0.00646,317.69354,85.91703,1.0,341.0,0.09156,4e-05,3.49618,0.0,0.00143,0.00142,4e-05,1.63674,1e-05,0.00482,0.00481,0.76206,0.28176,0.0,1.0,1.0,0.71074,0.34137,0.0,1.0,1.0,0.03094,0.51946,0.99956,1e-05,0.0,0.0,0.00044,0.00044,0.36493,9.01,NaN,6.44,5.47,8.61,NaN,NaN,133.76,NaN,NaN,5.3,NaN,11.74,247.99,NaN,269.25,226.52,287.72
ped3.F.recomb10-0.20-13.wcnf,70672.0,826054.0,0.006,317.69354,85.91703,1.0,341.0,0.08555,4e-05,3.49776,0.0,0.00137,0.00137,4e-05,1.57036,1e-05,0.0048,0.00478,0.78705,0.26455,0.13878,0.97778,0.839,0.70588,0.34349,0.0,1.0,1.0,0.02355,0.51582,0.99959,1e-05,0.0,0.0,0.00042,0.00042,0.36864,2.6,NaN,2.46,0.9,1.59,NaN,NaN,1.4,NaN,NaN,1.59,NaN,1.88,17.71,NaN,35.84,16.32,126.17
ped3.F.recomb10-0.20-14.wcnf,70162.0,826667.0,0.006,317.69354,85.91703,1.0,341.0,0.08487,4e-05,3.4642,0.0,0.00132,0.00132,4e-05,1.58265,1e-05,0.00483,0.00482,0.78217,0.26932,0.12146,0.97778,0.85632,0.70839,0.34358,0.0,1.0,1.0,0.0251,0.52506,0.99959,1e-05,0.0,0.0,0.00041,0.00041,0.36986,22.4,NaN,4.74,1.99,1.91,NaN,NaN,3.94,NaN,NaN,2.45,NaN,4.95,68.01,NaN,59.33,57.93,109.64
ped3.F.recomb10-0.20-15.wcnf,70364.0,864596.0,0.00574,317.69354,85.91703,1.0,341.0,0.08138,4e-05,3.46001,0.0,0.00127,0.00127,4e-05,1.54064,1e-05,0.00482,0.0048,0.79158,0.26304,0.14667,0.97778,0.83111,0.70708,0.3437,0.0,1.0,1.0,0.02235,0.51537,0.99961,1e-05,0.0,0.0,0.00039,0.00039,0.3671,4.57,NaN,3.24,0.9,1.52,NaN,NaN,1.31,NaN,NaN,1.59,NaN,2.05,29.06,NaN,50.71,23.73,46.13
ped3.G.recomb10-0.01-1.wcnf,80098.0,539290.0,0.0194,329.94836,60.30947,1.0,341.0,0.14852,3e-05,4.58172,0.0,0.00185,0.00185,3e-05,2.01123,1e-05,0.00423,0.00422,0.7183,0.27952,0.0,1.0,1.0,0.71792,0.36893,0.0,1.0,1.0,0.05898,0.64488,0.99939,1e-05,0.0,0.0,0.00062,0.00062,0.42355,10.5,NaN,10.92,1.88,2.21,1330.6,NaN,1.64,NaN,NaN,3.03,NaN,4.07,702.48,NaN,NaN,563.68,72.39
ped3.G.recomb10-0.01-2.wcnf,79938.0,699758.0,0.01495,329.94836,60.30947,1.0,341.0,0.11424,3e-05,4.25493,0.0,0.00144,0.00144,3e-05,1.7408,1e-05,0.00424,0.00423,0.74171,0.27992,0.0,1.0,1.0,0.70893,0.36707,0.0,1.0,1.0,0.04223,0.59324,0.99953,1e-05,0.0,0.0,0.00048,0.00048,0.41417,5.58,NaN,10.17,1.2,1.76,114.19,NaN,1.42,NaN,NaN,1.42,NaN,3.45,343.52,NaN,NaN,386.3,48.74
ped3.G.recomb10-0.01-3.wcnf,80211.0,675374.0,0.01549,329.94836,60.30947,1.0,341.0,0.11877,3e-05,4.22939,0.0,0.00152,0.00151,3e-05,1.81261,1e-05,0.00423,0.00421,0.72414,0.2853,0.0,1.0,1.0,0.71148,0.36732,0.0,1.0,1.0,0.04665,0.61427,0.99951,1e-05,0.0,0.0,0.00048,0.00048,0.4207,22.94,NaN,10.22,1.26,1.89,392.79,NaN,2.58,NaN,NaN,2.18,NaN,4.74,412.51,NaN,NaN,406.67,69.78
ped3.G.recomb10-0.01-4.wcnf,79993.0,625042.0,0.01673,329.94836,60.30947,1.0,341.0,0.12798,3e-05,4.51459,0.0,0.00165,0.00165,3e-05,1.84418,1e-05,0.00424,0.00423,0.73325,0.2769,0.0,1.0,1.0,0.7057,0.36993,0.0,1.0,1.0,0.04683,0.56939,0.99948,1e-05,0.0,0.0,0.00053,0.00053,0.41102,9.21,NaN,14.52,1.57,2.3,237.05,NaN,2.9,NaN,NaN,2.65,NaN,6.71,300.29,NaN,NaN,299.68,64.83
ped3.G.recomb10-0.01-5.wcnf,79975.0,642174.0,0.01629,329.94836,60.30947,1.0,341.0,0.12454,3e-05,4.31704,0.0,0.00161,0.00161,3e-05,1.85446,1e-05,0.00424,0.00423,0.71891,0.28634,0.0,1.0,1.0,0.71193,0.36725,0.0,1.0,1.0,0.0496,0.61263,0.99949,1e-05,0.0,0.0,0.00052,0.00052,0.42026,14.68,NaN,10.89,1.64,1.96,271.45,NaN,2.0,NaN,NaN,2.43,NaN,4.27,240.54,NaN,NaN,295.66,50.9
ped3.G.recomb10-0.10-10.wcnf,82301.0,911025.0,0.01148,329.94836,60.30947,1.0,341.0,0.09034,3e-05,3.32783,0.0,0.00113,0.00113,3e-05,1.59682,1e-05,0.00412,0.00411,0.72517,0.30238,0.04255,0.98947,0.94692,0.71994,0.35367,0.0,1.0,1.0,0.03558,0.64936,0.99963,1e-05,0.0,0.0,0.00037,0.00037,0.40779,10.72,NaN,14.22,3.08,3.2,1189.77,NaN,19.24,NaN,NaN,3.93,NaN,9.75,516.42,NaN,NaN,502.92,122.14
ped3.G.recomb10-0.10-6.wcnf,82089.0,937342.0,0.01116,329.94836,60.30947,1.0,341.0,0.08758,3e-05,3.3508,0.0,0.00114,0.00114,3e-05,1.55398,1e-05,0.00413,0.00412,0.73462,0.29738,0.03774,0.98947,0.95174,0.71496,0.35727,0.0,1.0,1.0,0.03271,0.63023,0.99964,1e-05,0.0,0.0,0.00036,0.00036,0.40906,12.42,NaN,14.63,1.88,2.68,484.58,NaN,4.2,NaN,NaN,3.16,NaN,6.27,733.14,NaN,NaN,664.05,97.74
ped3.G.recomb10-0.10-7.wcnf,82096.0,914063.0,0.01144,329.94836,60.30947,1.0,341.0,0.08981,3e-05,3.38062,0.0,0.00112,0.00112,3e-05,1.56944,1e-05,0.00413,0.00412,0.72756,0.30195,0.025,1.0,0.975,0.71284,0.35724,0.0,1.0,1.0,0.03514,0.623,0.99963,1e-05,0.0,0.0,0.00035,0.00035,0.41111,20.37,NaN,10.37,1.6,2.54,NaN,NaN,2.79,NaN,NaN,2.71,NaN,5.09,584.53,NaN,NaN,600.64,139.01
ped3.G.recomb10-0.10-8.wcnf,81524.0,922756.0,0.01134,329.94836,60.30947,1.0,341.0,0.08835,3e-05,3.32012,0.0,0.00108,0.00107,3e-05,1.572,1e-05,0.00416,0.00415,0.72283,0.30373,0.01307,0.98947,0.9764,0.7179,0.35503,0.0,1.0,1.0,0.03621,0.63226,0.99964,1e-05,0.0,0.0,0.00036,0.00036,0.40756,22.71,NaN,10.72,1.21,2.14,102.14,NaN,1.86,NaN,NaN,2.05,NaN,4.92,385.93,NaN,NaN,311.15,98.79
ped3.G.recomb10-0.10-9.wcnf,82070.0,915875.0,0.01142,329.94836,60.30947,1.0,341.0,0.08961,3e-05,3.46499,0.0,0.00116,0.00116,3e-05,1.56247,1e-05,0.00413,0.00412,0.74023,0.29473,0.01047,0.98947,0.979,0.71427,0.35704,0.0,1.0,1.0,0.03219,0.61664,0.99963,1e-05,0.0,0.0,0.00036,0.00036,0.40263,19.2,NaN,9.18,1.97,2.84,NaN,NaN,2.89,NaN,NaN,4.46,NaN,6.46,1278.74,NaN,NaN,1097.71,241.22
ped3.G.recomb10-0.20-11.wcnf,83113.0,1337850.0,0.00782,329.94836,60.30947,1.0,341.0,0.06212,3e-05,2.69409,0.0,0.00083,0.00083,3e-05,1.30064,1e-05,0.00408,0.00407,0.7519,0.30003,0.0829,0.98947,0.90657,0.71765,0.33721,0.0,1.0,1.0,0.02151,0.60054,0.99975,1e-05,0.0,0.0,0.00025,0.00025,0.37081,NaN,NaN,16.96,73.6,24.33,NaN,NaN,NaN,NaN,NaN,26.88,NaN,740.42,NaN,NaN,NaN,NaN,NaN
ped3.G.recomb10-0.20-12.wcnf,83617.0,1262346.0,0.00829,329.94836,60.30947,1.0,341.0,0.06624,3e-05,2.70595,0.0,0.00085,0.00085,3e-05,1.33435,1e-05,0.00405,0.00404,0.73737,0.30738,0.10127,0.98947,0.88821,0.71355,0.34138,0.0,1.0,1.0,0.02461,0.61083,0.99973,1e-05,0.0,0.0,0.00027,0.00027,0.38407,435.23,NaN,18.6,43.14,80.83,NaN,NaN,NaN,NaN,NaN,130.53,NaN,172.11,NaN,NaN,NaN,1427.76,NaN
ped3.G.recomb10-0.20-13.wcnf,83000.0,1302715.0,0.00803,329.94836,60.30947,1.0,341.0,0.06371,3e-05,2.70913,0.0,0.00081,0.00081,3e-05,1.31497,1e-05,0.00408,0.00407,0.73941,0.30686,0.08696,0.98947,0.90252,0.71194,0.3415,0.0,1.0,1.0,0.02386,0.59685,0.99974,1e-05,0.0,0.0,0.00025,0.00025,0.38433,19.82,NaN,13.51,13.12,5.81,NaN,NaN,45.31,NaN,NaN,6.0,NaN,29.36,NaN,NaN,NaN,NaN,584.62
ped3.G.recomb10-0.20-14.wcnf,83297.0,1294719.0,0.00808,329.94836,60.30947,1.0,341.0,0.06434,3e-05,2.76887,0.0,0.00087,0.00087,3e-05,1.32419,1e-05,0.00407,0.00406,0.76156,0.294,0.07463,0.98947,0.91485,0.71583,0.33911,0.0,1.0,1.0,0.02051,0.6179,0.99974,1e-05,0.0,0.0,0.00026,0.00026,0.37927,264.23,NaN,8.82,7.19,6.07,NaN,NaN,285.73,NaN,NaN,5.61,NaN,17.9,1634.68,NaN,NaN,NaN,931.89
ped3.G.recomb10-0.20-15.wcnf,83622.0,1200137.0,0.00872,329.94836,60.30947,1.0,341.0,0.06968,3e-05,2.74787,0.0,0.0009,0.0009,3e-05,1.36623,1e-05,0.00407,0.00405,0.72972,0.30995,0.11915,0.98947,0.87032,0.71387,0.34076,0.0,1.0,1.0,0.02684,0.61532,0.99972,1e-05,0.0,0.0,0.00028,0.00028,0.38579,144.88,NaN,10.42,3.73,3.73,NaN,NaN,8.67,NaN,NaN,4.82,NaN,9.56,NaN,NaN,NaN,1762.24,429.87
pesp_18Min.wcnf,41287.0,2607209.0,0.00448,1.0,0.0,1.0,1.0,0.01584,0.0001,0.79816,0.0,0.00118,0.00118,9e-05,0.18648,2e-05,0.00012,0.0001,0.61201,0.36453,0.0,0.99661,0.99661,0.61208,0.2493,0.0,1.0,1.0,0.00448,0.0315,0.22361,1e-05,0.0,0.0,0.00011,0.00011,0.08139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pesp_5min.wcnf,34756.0,1254411.0,0.00352,1.0,0.0,1.0,1.0,0.02771,0.00011,0.70297,0.0,0.00084,0.00084,0.00011,0.19234,3e-05,0.00014,0.00012,0.55368,0.32002,0.0,0.99659,0.99659,0.59775,0.26455,0.0,1.0,1.0,0.00352,0.05448,0.25605,1e-05,0.0,0.0,0.00011,0.00011,0.11072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1586.42,NaN,NaN,1734.7,NaN
polysite-avrora.wcnf,4196519.0,9938257.0,0.00058,175.09222,933.2049,1.0,5178.0,0.42226,0.0,0.0,0.0,0.00608,0.00608,0.0,0.0,0.0,0.0,0.0,0.55387,0.49354,0.00044,1.0,0.99956,0.36886,0.0,0.0,1.0,1.0,0.00068,0.34082,0.88886,0.0,0.0,0.0,0.00608,0.00608,1.0,356.06,NaN,459.57,228.09,92.01,NaN,NaN,105.01,NaN,NaN,323.34,NaN,312.83,NaN,NaN,NaN,NaN,1119.39
polysite-bloat.wcnf,11704973.0,26881291.0,0.00022,734.32812,1601.08215,1.0,4230.0,0.43543,0.0,0.0,0.0,0.00022,0.00022,0.0,0.0,0.0,0.0,0.0,0.48682,0.50379,0.00017,1.0,0.99983,0.3121,0.0,0.0,1.0,1.0,0.00025,0.33335,0.62412,0.0,0.0,0.0,0.00022,0.00022,0.62412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
polysite-hsqldb.wcnf,8622751.0,22435229.0,0.00026,374.94574,1212.90979,1.0,4309.0,0.38434,0.0,0.0,0.0,0.00035,0.00035,0.0,0.0,0.0,0.0,0.0,0.52393,0.495,0.00017,1.0,0.99983,0.3739,0.0,0.0,1.0,1.0,0.00029,0.2752,0.74781,0.0,0.0,0.0,0.00035,0.00035,0.74781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1464.56,NaN,NaN,1422.56,NaN
